ram_used,ram_ava,cpu,temp
614640,6024368,91.6,83.263
ram_used,ram_ava,cpu,temp
614744,6024768,92.3,82.776
ram_used,ram_ava,cpu,temp
614868,6023612,92.4,82.776
ram_used,ram_ava,cpu,temp
614608,6023360,91.7,82.776
ram_used,ram_ava,cpu,temp
615108,6022860,91.6,84.237
ram_used,ram_ava,cpu,temp
615728,6023264,91.8,83.75
ram_used,ram_ava,cpu,temp
614876,6024364,90.6,83.263
ram_used,ram_ava,cpu,temp
615972,6023268,91.1,85.211
ram_used,ram_ava,cpu,temp
615196,6023524,91.6,83.263
ram_used,ram_ava,cpu,temp
614944,6023776,92.3,82.776
ram_used,ram_ava,cpu,temp
615088,6023632,92.0,83.75
ram_used,ram_ava,cpu,temp
615348,6023884,91.3,83.263
ram_used,ram_ava,cpu,temp
615448,6023784,92.0,85.211
ram_used,ram_ava,cpu,temp
614600,6024632,92.3,83.75
ram_used,ram_ava,cpu,temp
615176,6023536,91.6,84.724
ram_used,ram_ava,cpu,temp
615176,6023536,92.0,83.263
ram_used,ram_ava,cpu,temp
615320,6023392,91.7,83.263
ram_used,ram_ava,cpu,temp
615048,6022888,92.1,83.263
ram_used,ram_ava,cpu,temp
614900,6023036,92.1,83.75
ram_used,ram_ava,cpu,temp
615288,6022136,92.4,83.75
ram_used,ram_ava,cpu,temp
615572,6022892,91.1,82.776
ram_used,ram_ava,cpu,temp
614832,6023632,90.8,83.263
ram_used,ram_ava,cpu,temp
615584,6023396,91.9,83.75
ram_used,ram_ava,cpu,temp
615328,6023648,91.3,82.776
ram_used,ram_ava,cpu,temp
615068,6023396,92.2,83.263
ram_used,ram_ava,cpu,temp
614816,6023648,92.4,82.776
ram_used,ram_ava,cpu,temp
614808,6023648,92.1,83.263
ram_used,ram_ava,cpu,temp
615928,6023044,92.0,83.75
ram_used,ram_ava,cpu,temp
615564,6023148,92.0,83.75
ram_used,ram_ava,cpu,temp
615052,6023148,91.6,82.776
ram_used,ram_ava,cpu,temp
615052,6023148,92.0,83.75
ram_used,ram_ava,cpu,temp
615044,6022140,92.1,83.75
ram_used,ram_ava,cpu,temp
615800,6021888,91.8,83.263
ram_used,ram_ava,cpu,temp
614808,6022880,89.0,82.776
ram_used,ram_ava,cpu,temp
615428,6023284,91.2,83.75
ram_used,ram_ava,cpu,temp
615416,6022784,91.5,83.75
ram_used,ram_ava,cpu,temp
614656,6023544,92.1,83.263
ram_used,ram_ava,cpu,temp
614536,6023664,92.3,83.75
ram_used,ram_ava,cpu,temp
615396,6023308,91.8,83.263
ram_used,ram_ava,cpu,temp
615544,6023160,91.7,82.776
ram_used,ram_ava,cpu,temp
